snapshot_date,checkin,checkout,ttt,los,rank_in_search,name,price_usd,review_score,review_count,stars,location,room_type,cancellation,special_offers,property_type,card_text
2026-02-03,2026-02-15,2026-02-16,12,1,38,Park Terrace Hotel,$413,9.4,"1,859",4,Central New York City,"Park Terrace Hotel
Property class 4 out of 5
Central New York City
Fully refundable
Reserve now, pay later
9.4
9.4 out of 10
Exceptional
exceptional
1,859 reviews
(1,859 reviews)
The previous price was €375
€375
The current price is €324
€324
for 1 room
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"Park Terrace Hotel
Property class 4 out of 5
Central New York City
Fully refundable
Reserve now, pay later
9.4
9.4 out of 10
Exceptional
exceptional
1,859 reviews
(1,859 reviews)
The previous price was €375
€375
The current price is €324
€324
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Park Terrace Hotel, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,39,Arlo SoHo,$274,8.8,"2,065",4,New York,"Arlo SoHo
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
2,065 reviews
(2,065 reviews)
The previous price was €249
€249
The current price is €228
€228
for 1 room
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"Arlo SoHo
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
2,065 reviews
(2,065 reviews)
The previous price was €249
€249
The current price is €228
€228
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Arlo SoHo, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,40,Hampton Inn New York Times Square,$266,8.2,"4,756",5,Theater District,"Hampton Inn New York Times Square
Property class 2.5 out of 5
Theater District
Breakfast included
Fully refundable
Reserve now, pay later
8.2
8.2 out of 10
Very good
very good
4,756 reviews
(4,756 reviews)
The current price is €241
€241
for 1 room
includes taxes & fees",Fully refundable,,,"Hampton Inn New York Times Square
Property class 2.5 out of 5
Theater District
Breakfast included
Fully refundable
Reserve now, pay later
8.2
8.2 out of 10
Very good
very good
4,756 reviews
(4,756 reviews)
The current price is €241
€241
for 1 room
includes taxes & fees
More information about Hampton Inn New York Times Square, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,41,Life Hotel New York,$243,8.6,"1,442",4,New York,"Life Hotel New York
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
1,442 reviews
(1,442 reviews)
The previous price was €220
€220
The current price is €178
€178
for 1 room
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"Life Hotel New York
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
1,442 reviews
(1,442 reviews)
The previous price was €220
€220
The current price is €178
€178
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Life Hotel New York, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,42,The Gotham Hotel,$358,9.0,"1,003",5,New York,"The Gotham Hotel
Property class 4.5 out of 5
New York
9.0
9.0 out of 10
Wonderful
wonderful
1,003 reviews
(1,003 reviews)
28% off
The previous price was €325
€325
The current price is €236
€236
for 1 room
includes taxes & fees",,,,"The Gotham Hotel
Property class 4.5 out of 5
New York
9.0
9.0 out of 10
Wonderful
wonderful
1,003 reviews
(1,003 reviews)
28% off
The previous price was €325
€325
The current price is €236
€236
for 1 room
includes taxes & fees
More information about The Gotham Hotel, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,43,Freehand New York,$190,8.4,"1,757",4,New York,"Freehand New York
Property class 4 out of 5
New York
8.4
8.4 out of 10
Very good
very good
1,757 reviews
(1,757 reviews)
The current price is €172
€172
for 1 room
includes taxes & fees",,,,"Freehand New York
Property class 4 out of 5
New York
8.4
8.4 out of 10
Very good
very good
1,757 reviews
(1,757 reviews)
The current price is €172
€172
for 1 room
includes taxes & fees
More information about Freehand New York, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,44,Sofitel New York,$359,8.8,"1,193",5,Central New York City,"Sofitel New York
Property class 4.5 out of 5
Central New York City
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
1,193 reviews
(1,193 reviews)
13% off
The previous price was €326
€326
The current price is €284
€284
for 1 room
includes taxes & fees",Fully refundable,,,"Sofitel New York
Property class 4.5 out of 5
Central New York City
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
1,193 reviews
(1,193 reviews)
13% off
The previous price was €326
€326
The current price is €284
€284
for 1 room
includes taxes & fees
More information about Sofitel New York, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,45,Hotel Giraffe by Library Hotel Collection,$373,9.6,"1,005",4,New York,"Hotel Giraffe by Library Hotel Collection
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
9.6
9.6 out of 10
Exceptional
exceptional
1,005 reviews
(1,005 reviews)
17% off
The previous price was €339
€339
The current price is €281
€281
for 1 room
includes taxes & fees",Fully refundable,,,"Hotel Giraffe by Library Hotel Collection
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
9.6
9.6 out of 10
Exceptional
exceptional
1,005 reviews
(1,005 reviews)
17% off
The previous price was €339
€339
The current price is €281
€281
for 1 room
includes taxes & fees
More information about Hotel Giraffe by Library Hotel Collection, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,46,"The Cloud One New York-Downtown, by the Motel One Group",$216,9.0,"1,281",3,New York,"The Cloud One New York-Downtown, by the Motel One Group
Property class 3 out of 5
New York
Fully refundable
9.0
9.0 out of 10
Wonderful
wonderful
1,281 reviews
(1,281 reviews)
The current price is €196
€196
for 1 room
includes taxes & fees",Fully refundable,,,"The Cloud One New York-Downtown, by the Motel One Group
Property class 3 out of 5
New York
Fully refundable
9.0
9.0 out of 10
Wonderful
wonderful
1,281 reviews
(1,281 reviews)
The current price is €196
€196
for 1 room
includes taxes & fees
More information about The Cloud One New York-Downtown, by the Motel One Group, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,47,The Lex NYC,$229,8.4,"1,001",5,New York,"The Lex NYC
Property class 3.5 out of 5
New York
Breakfast included
8.4
8.4 out of 10
Very good
very good
1,001 reviews
(1,001 reviews)
15% off
The previous price was €208
€208
The current price is €177
€177
for 1 room
includes taxes & fees",,,,"The Lex NYC
Property class 3.5 out of 5
New York
Breakfast included
8.4
8.4 out of 10
Very good
very good
1,001 reviews
(1,001 reviews)
15% off
The previous price was €208
€208
The current price is €177
€177
for 1 room
includes taxes & fees
More information about The Lex NYC, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,48,Tribeca Hotel FiDi,$173,7.6,965,2,New York,"Tribeca Hotel FiDi
Property class 2 out of 5
New York
7.6
7.6 out of 10
Good
good
965 reviews
(965 reviews)
9% off
The previous price was €157
€157
The current price is €143
€143
for 1 room
includes taxes & fees",,,,"Tribeca Hotel FiDi
Property class 2 out of 5
New York
7.6
7.6 out of 10
Good
good
965 reviews
(965 reviews)
9% off
The previous price was €157
€157
The current price is €143
€143
for 1 room
includes taxes & fees
More information about Tribeca Hotel FiDi, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,49,New York Hilton Midtown,$346,8.0,"3,210",4,Theater District,"New York Hilton Midtown
Property class 4 out of 5
Theater District
Spacious rooms in the City’s Center
Walk to Central Park, Rockefeller Center, Times Square and Broadway. Connecting rooms, Kings + Sofabeds, onsite dining and market.
8.0
8.0 out of 10
Very good
very good
3,210 reviews
(3,210 reviews)
The current price is €314
€314
for 1 room
includes taxes & fees",,Spacious rooms in the City’s Center,,"New York Hilton Midtown
Property class 4 out of 5
Theater District
Spacious rooms in the City’s Center
Walk to Central Park, Rockefeller Center, Times Square and Broadway. Connecting rooms, Kings + Sofabeds, onsite dining and market.
8.0
8.0 out of 10
Very good
very good
3,210 reviews
(3,210 reviews)
The current price is €314
€314
for 1 room
includes taxes & fees
Opens New York Hilton Midtown in new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,50,The Wall Street Hotel,$565,9.6,614,5,New York,"The Wall Street Hotel
Property class 5 out of 5
New York
Luxury Awaits in Lower Manhattan
Discover a storied landmark reimagined with beautiful rooms, curated amenities, and a vibrant culinary destination in downtown NYC
9.6
9.6 out of 10
Exceptional
exceptional
614 reviews
(614 reviews)
The current price is €513
€513
for 1 room
includes taxes & fees",,Luxury Awaits in Lower Manhattan,,"The Wall Street Hotel
Property class 5 out of 5
New York
Luxury Awaits in Lower Manhattan
Discover a storied landmark reimagined with beautiful rooms, curated amenities, and a vibrant culinary destination in downtown NYC
9.6
9.6 out of 10
Exceptional
exceptional
614 reviews
(614 reviews)
The current price is €513
€513
for 1 room
includes taxes & fees
Opens The Wall Street Hotel in new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,51,Moxy NYC Lower East Side,$285,9.0,"1,879",4,New York,"Moxy NYC Lower East Side
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
9.0
9.0 out of 10
Wonderful
wonderful
1,879 reviews
(1,879 reviews)
13% off
The previous price was €259
€259
The current price is €225
€225
for 1 room
includes taxes & fees",Fully refundable,,,"Moxy NYC Lower East Side
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
9.0
9.0 out of 10
Wonderful
wonderful
1,879 reviews
(1,879 reviews)
13% off
The previous price was €259
€259
The current price is €225
€225
for 1 room
includes taxes & fees
More information about Moxy NYC Lower East Side, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,52,Hyatt Place New York / Chelsea,$237,8.4,"2,830",4,Chelsea,"Hyatt Place New York / Chelsea
Property class 4 out of 5
Chelsea
Breakfast included
Fully refundable
Reserve now, pay later
8.4
8.4 out of 10
Very good
very good
2,830 reviews
(2,830 reviews)
The current price is €215
€215
for 1 room
includes taxes & fees",Fully refundable,,,"Hyatt Place New York / Chelsea
Property class 4 out of 5
Chelsea
Breakfast included
Fully refundable
Reserve now, pay later
8.4
8.4 out of 10
Very good
very good
2,830 reviews
(2,830 reviews)
The current price is €215
€215
for 1 room
includes taxes & fees
More information about Hyatt Place New York / Chelsea, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,53,The Merchant Hotel Lower East Side,$275,9.2,201,5,New York,"The Merchant Hotel Lower East Side
Property class 3.5 out of 5
New York
9.2
9.2 out of 10
Wonderful
wonderful
201 reviews
(201 reviews)
The current price is €250
€250
for 1 room
includes taxes & fees
Sign in for extra savings",,,,"The Merchant Hotel Lower East Side
Property class 3.5 out of 5
New York
9.2
9.2 out of 10
Wonderful
wonderful
201 reviews
(201 reviews)
The current price is €250
€250
for 1 room
includes taxes & fees
Sign in for extra savings
More information about The Merchant Hotel Lower East Side, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,54,Pod Times Square,$249,9.0,"5,233",3,New York,"Pod Times Square
Property class 3 out of 5
New York
9.0
9.0 out of 10
Wonderful
wonderful
5,233 reviews
(5,233 reviews)
9% off
The previous price was €226
€226
The current price is €205
€205
for 1 room
includes taxes & fees",,,,"Pod Times Square
Property class 3 out of 5
New York
9.0
9.0 out of 10
Wonderful
wonderful
5,233 reviews
(5,233 reviews)
9% off
The previous price was €226
€226
The current price is €205
€205
for 1 room
includes taxes & fees
More information about Pod Times Square, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,55,Hotel Park Ave NYC,$232,9.0,"1,019",5,New York,"Hotel Park Ave NYC
Property class 4.5 out of 5
New York
9.0
9.0 out of 10
Wonderful
wonderful
1,019 reviews
(1,019 reviews)
The current price is €210
€210
for 1 room
includes taxes & fees",,,,"Hotel Park Ave NYC
Property class 4.5 out of 5
New York
9.0
9.0 out of 10
Wonderful
wonderful
1,019 reviews
(1,019 reviews)
The current price is €210
€210
for 1 room
includes taxes & fees
More information about Hotel Park Ave NYC, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,56,"Club Quarters Hotel, World Trade Center",$212,8.8,"1,742",4,New York,"Club Quarters Hotel, World Trade Center
Property class 4 out of 5
New York
8.8
8.8 out of 10
Excellent
excellent
1,742 reviews
(1,742 reviews)
The current price is €192
€192
for 1 room
includes taxes & fees
Sign in for extra savings",,,,"Club Quarters Hotel, World Trade Center
Property class 4 out of 5
New York
8.8
8.8 out of 10
Excellent
excellent
1,742 reviews
(1,742 reviews)
The current price is €192
€192
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Club Quarters Hotel, World Trade Center, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,57,"Hotel Seville Nomad, in the Unbound Collection by Hyatt",$295,8.8,"1,348",5,New York,"Hotel Seville Nomad, in the Unbound Collection by Hyatt
Property class 4.5 out of 5
New York
8.8
8.8 out of 10
Excellent
excellent
1,348 reviews
(1,348 reviews)
17% off
The previous price was €268
€268
The current price is €224
€224
for 1 room
includes taxes & fees",,,,"Hotel Seville Nomad, in the Unbound Collection by Hyatt
Property class 4.5 out of 5
New York
8.8
8.8 out of 10
Excellent
excellent
1,348 reviews
(1,348 reviews)
17% off
The previous price was €268
€268
The current price is €224
€224
for 1 room
includes taxes & fees
More information about Hotel Seville Nomad, in the Unbound Collection by Hyatt, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,58,"Le Meridien New York, Central Park by Marriott",$428,8.0,"1,001",4,New York,"Le Meridien New York, Central Park by Marriott
Property class 4 out of 5
New York
Discover Luxury in Midtown New York City
Steps away from Central Park, Carnegie Hall & Rockefeller Center. Dine in our new restaurant & savor classic American Cuisine
8.0
8.0 out of 10
Very good
very good
1,001 reviews
(1,001 reviews)
The current price is €389
€389
for 1 room
includes taxes & fees",,Discover Luxury in Midtown New York City,,"Le Meridien New York, Central Park by Marriott
Property class 4 out of 5
New York
Discover Luxury in Midtown New York City
Steps away from Central Park, Carnegie Hall & Rockefeller Center. Dine in our new restaurant & savor classic American Cuisine
8.0
8.0 out of 10
Very good
very good
1,001 reviews
(1,001 reviews)
The current price is €389
€389
for 1 room
includes taxes & fees
Opens Le Meridien New York, Central Park by Marriott in new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,59,Arlo Williamsburg,$360,8.6,"1,013",4,Williamsburg,"Arlo Williamsburg
Property class 4 out of 5
Williamsburg
Pool
No winter blues with our Brooklyn views
Sweeping views of NYC. Loft-style rooms. Onsite restaurant & bar. Check out our events & happenings. This is how to do Brooklyn.
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
1,013 reviews
(1,013 reviews)
The previous price was €327
€327
The current price is €298
€298
for 1 room
includes taxes & fees
Sign in for extra savings",Fully refundable,No winter blues with our Brooklyn views,,"Arlo Williamsburg
Property class 4 out of 5
Williamsburg
Pool
No winter blues with our Brooklyn views
Sweeping views of NYC. Loft-style rooms. Onsite restaurant & bar. Check out our events & happenings. This is how to do Brooklyn.
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
1,013 reviews
(1,013 reviews)
The previous price was €327
€327
The current price is €298
€298
for 1 room
includes taxes & fees
Sign in for extra savings
Opens Arlo Williamsburg in new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,60,"JG Time Hotel by JGSTAY, Times Square",$204,8.0,302,2,New York,"Private host
JG Time Hotel by JGSTAY, Times Square
Property class 2 out of 5
New York
8.0
8.0 out of 10
Very good
very good
302 reviews
(302 reviews)
The current price is €185
€185
for 1 room
includes taxes & fees
Sign in for extra savings",,,,"Private host
JG Time Hotel by JGSTAY, Times Square
Property class 2 out of 5
New York
8.0
8.0 out of 10
Very good
very good
302 reviews
(302 reviews)
The current price is €185
€185
for 1 room
includes taxes & fees
Sign in for extra savings
More information about JG Time Hotel by JGSTAY, Times Square, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,61,Grayson Hotel in the Unbound Collection by Hyatt,$355,9.2,943,4,Central New York City,"Grayson Hotel in the Unbound Collection by Hyatt
Property class 4 out of 5
Central New York City
Fully refundable
Reserve now, pay later
9.2
9.2 out of 10
Wonderful
wonderful
943 reviews
(943 reviews)
The previous price was €322
€322
The current price is €249
€249
for 1 room
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"Grayson Hotel in the Unbound Collection by Hyatt
Property class 4 out of 5
Central New York City
Fully refundable
Reserve now, pay later
9.2
9.2 out of 10
Wonderful
wonderful
943 reviews
(943 reviews)
The previous price was €322
€322
The current price is €249
€249
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Grayson Hotel in the Unbound Collection by Hyatt, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,62,TownePlace Suites by Marriott New York Manhattan/Chelsea,$208,8.6,"1,027",5,Chelsea,"TownePlace Suites by Marriott New York Manhattan/Chelsea
Property class 3.5 out of 5
Chelsea
Breakfast included
8.6
8.6 out of 10
Excellent
excellent
1,027 reviews
(1,027 reviews)
The current price is €189
€189
for 1 room
includes taxes & fees",,,,"TownePlace Suites by Marriott New York Manhattan/Chelsea
Property class 3.5 out of 5
Chelsea
Breakfast included
8.6
8.6 out of 10
Excellent
excellent
1,027 reviews
(1,027 reviews)
The current price is €189
€189
for 1 room
includes taxes & fees
More information about TownePlace Suites by Marriott New York Manhattan/Chelsea, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,63,Tempo by Hilton New York Times Square,$319,9.2,"5,314",4,Theater District,"Tempo by Hilton New York Times Square
Property class 4 out of 5
Theater District
9.2
9.2 out of 10
Wonderful
wonderful
5,314 reviews
(5,314 reviews)
The current price is €290
€290
for 1 room
includes taxes & fees",,,,"Tempo by Hilton New York Times Square
Property class 4 out of 5
Theater District
9.2
9.2 out of 10
Wonderful
wonderful
5,314 reviews
(5,314 reviews)
The current price is €290
€290
for 1 room
includes taxes & fees
More information about Tempo by Hilton New York Times Square, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,64,"Club Quarters, Times Square - Midtown",$237,8.8,"2,973",4,Central New York City,"Club Quarters, Times Square - Midtown
Property class 4 out of 5
Central New York City
8.8
8.8 out of 10
Excellent
excellent
2,973 reviews
(2,973 reviews)
The current price is €215
€215
for 1 room
includes taxes & fees
Sign in for extra savings",,,,"Club Quarters, Times Square - Midtown
Property class 4 out of 5
Central New York City
8.8
8.8 out of 10
Excellent
excellent
2,973 reviews
(2,973 reviews)
The current price is €215
€215
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Club Quarters, Times Square - Midtown, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,65,Hotel AKA NoMad,$345,8.8,"1,003",4,New York,"Hotel AKA NoMad
Property class 4 out of 5
New York
8.8
8.8 out of 10
Excellent
excellent
1,003 reviews
(1,003 reviews)
The previous price was €313
€313
The current price is €259
€259
for 1 room
includes taxes & fees
Sign in for extra savings",,,,"Hotel AKA NoMad
Property class 4 out of 5
New York
8.8
8.8 out of 10
Excellent
excellent
1,003 reviews
(1,003 reviews)
The previous price was €313
€313
The current price is €259
€259
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Hotel AKA NoMad, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,66,Courtyard by Marriott New York Manhattan/Upper East Side,$248,8.4,"1,248",3,New York,"Courtyard by Marriott New York Manhattan/Upper East Side
Property class 3 out of 5
New York
8.4
8.4 out of 10
Very good
very good
1,248 reviews
(1,248 reviews)
15% off
The previous price was €225
€225
The current price is €191
€191
for 1 room
includes taxes & fees",,,,"Courtyard by Marriott New York Manhattan/Upper East Side
Property class 3 out of 5
New York
8.4
8.4 out of 10
Very good
very good
1,248 reviews
(1,248 reviews)
15% off
The previous price was €225
€225
The current price is €191
€191
for 1 room
includes taxes & fees
More information about Courtyard by Marriott New York Manhattan/Upper East Side, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,67,Radio City Apartments,$271,9.0,"5,023",5,Theater District,"Radio City Apartments
Property class 3.5 out of 5
Theater District
Fully refundable
9.0
9.0 out of 10
Wonderful
wonderful
5,023 reviews
(5,023 reviews)
10% off
The previous price was €246
€246
The current price is €222
€222
for 1 room
includes taxes & fees",Fully refundable,,,"Radio City Apartments
Property class 3.5 out of 5
Theater District
Fully refundable
9.0
9.0 out of 10
Wonderful
wonderful
5,023 reviews
(5,023 reviews)
10% off
The previous price was €246
€246
The current price is €222
€222
for 1 room
includes taxes & fees
More information about Radio City Apartments, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,68,Washington Square Hotel,$329,9.2,"1,195",5,Greenwich Village,"Washington Square Hotel
Property class 3.5 out of 5
Greenwich Village
Fully refundable
Reserve now, pay later
9.2
9.2 out of 10
Wonderful
wonderful
1,195 reviews
(1,195 reviews)
10% off
The previous price was €299
€299
The current price is €270
€270
for 1 room
includes taxes & fees",Fully refundable,,,"Washington Square Hotel
Property class 3.5 out of 5
Greenwich Village
Fully refundable
Reserve now, pay later
9.2
9.2 out of 10
Wonderful
wonderful
1,195 reviews
(1,195 reviews)
10% off
The previous price was €299
€299
The current price is €270
€270
for 1 room
includes taxes & fees
More information about Washington Square Hotel, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,69,CIVILIAN Hotel,$280,9.4,"1,829",4,New York,"CIVILIAN Hotel
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
9.4
9.4 out of 10
Exceptional
exceptional
1,829 reviews
(1,829 reviews)
The current price is €254
€254
for 1 room
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"CIVILIAN Hotel
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
9.4
9.4 out of 10
Exceptional
exceptional
1,829 reviews
(1,829 reviews)
The current price is €254
€254
for 1 room
includes taxes & fees
Sign in for extra savings
More information about CIVILIAN Hotel, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,70,Sanctuary Hotel New York,$300,8.8,"1,006",5,Theater District,"Sanctuary Hotel New York
Property class 4.5 out of 5
Theater District
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
1,006 reviews
(1,006 reviews)
15% off
The previous price was €272
€272
The current price is €232
€232
for 1 room
includes taxes & fees",Fully refundable,,,"Sanctuary Hotel New York
Property class 4.5 out of 5
Theater District
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
1,006 reviews
(1,006 reviews)
15% off
The previous price was €272
€272
The current price is €232
€232
for 1 room
includes taxes & fees
More information about Sanctuary Hotel New York, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,71,Moxy NYC Downtown,$255,8.8,"1,690",4,New York,"Moxy NYC Downtown
Property class 4 out of 5
New York
8.8
8.8 out of 10
Excellent
excellent
1,690 reviews
(1,690 reviews)
The previous price was €231
€231
The current price is €200
€200
for 1 room
includes taxes & fees
Sign in for extra savings",,,,"Moxy NYC Downtown
Property class 4 out of 5
New York
8.8
8.8 out of 10
Excellent
excellent
1,690 reviews
(1,690 reviews)
The previous price was €231
€231
The current price is €200
€200
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Moxy NYC Downtown, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,72,Hyatt Centric Wall Street New York,$230,8.8,"1,006",5,New York,"Hyatt Centric Wall Street New York
Property class 4.5 out of 5
New York
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
1,006 reviews
(1,006 reviews)
The current price is €209
€209
for 1 room
includes taxes & fees",Fully refundable,,,"Hyatt Centric Wall Street New York
Property class 4.5 out of 5
New York
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
1,006 reviews
(1,006 reviews)
The current price is €209
€209
for 1 room
includes taxes & fees
More information about Hyatt Centric Wall Street New York, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,73,Made Hotel,$369,9.4,779,5,New York,"Made Hotel
Property class 3.5 out of 5
New York
Fully refundable
Reserve now, pay later
9.4
9.4 out of 10
Exceptional
exceptional
779 reviews
(779 reviews)
18% off
The previous price was €335
€335
The current price is €276
€276
for 1 room
includes taxes & fees",Fully refundable,,,"Made Hotel
Property class 3.5 out of 5
New York
Fully refundable
Reserve now, pay later
9.4
9.4 out of 10
Exceptional
exceptional
779 reviews
(779 reviews)
18% off
The previous price was €335
€335
The current price is €276
€276
for 1 room
includes taxes & fees
More information about Made Hotel, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,74,Residence Inn Marriott New York Downtown Manhattan/WTC Area,$213,9.2,"1,002",5,New York,"Residence Inn Marriott New York Downtown Manhattan/WTC Area
Property class 3.5 out of 5
New York
Breakfast included
9.2
9.2 out of 10
Wonderful
wonderful
1,002 reviews
(1,002 reviews)
The current price is €193
€193
for 1 room
includes taxes & fees",,,,"Residence Inn Marriott New York Downtown Manhattan/WTC Area
Property class 3.5 out of 5
New York
Breakfast included
9.2
9.2 out of 10
Wonderful
wonderful
1,002 reviews
(1,002 reviews)
The current price is €193
€193
for 1 room
includes taxes & fees
More information about Residence Inn Marriott New York Downtown Manhattan/WTC Area, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,75,Library Hotel by Library Hotel Collection,$330,9.6,"1,001",4,New York,"Library Hotel by Library Hotel Collection
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
9.6
9.6 out of 10
Exceptional
exceptional
1,001 reviews
(1,001 reviews)
11% off
The previous price was €300
€300
The current price is €267
€267
for 1 room
includes taxes & fees",Fully refundable,,,"Library Hotel by Library Hotel Collection
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
9.6
9.6 out of 10
Exceptional
exceptional
1,001 reviews
(1,001 reviews)
11% off
The previous price was €300
€300
The current price is €267
€267
for 1 room
includes taxes & fees
More information about Library Hotel by Library Hotel Collection, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,76,World Center Hotel,$212,8.8,"2,470",4,New York,"World Center Hotel
Property class 4 out of 5
New York
8.8
8.8 out of 10
Excellent
excellent
2,470 reviews
(2,470 reviews)
The current price is €192
€192
for 1 room
includes taxes & fees
Sign in for extra savings",,,,"World Center Hotel
Property class 4 out of 5
New York
8.8
8.8 out of 10
Excellent
excellent
2,470 reviews
(2,470 reviews)
The current price is €192
€192
for 1 room
includes taxes & fees
Sign in for extra savings
More information about World Center Hotel, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,77,Moxy NYC Times Square,$274,8.8,"2,701",4,New York,"Moxy NYC Times Square
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
2,701 reviews
(2,701 reviews)
The current price is €249
€249
for 1 room
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"Moxy NYC Times Square
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
2,701 reviews
(2,701 reviews)
The current price is €249
€249
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Moxy NYC Times Square, opens in a new tab"
2026-02-03,2026-02-15,2026-02-16,12,1,78,"Hotel 50 Bowery, part of JdV by Hyatt",$269,9.2,"1,005",5,New York,"Hotel 50 Bowery, part of JdV by Hyatt
Property class 4.5 out of 5
New York
Fully refundable
9.2
9.2 out of 10
Wonderful
wonderful
1,005 reviews
(1,005 reviews)
12% off
The previous price was €244
€244
The current price is €214
€214
for 1 room
includes taxes & fees",Fully refundable,,,"Hotel 50 Bowery, part of JdV by Hyatt
Property class 4.5 out of 5
New York
Fully refundable
9.2
9.2 out of 10
Wonderful
wonderful
1,005 reviews
(1,005 reviews)
12% off
The previous price was €244
€244
The current price is €214
€214
for 1 room
includes taxes & fees
More information about Hotel 50 Bowery, part of JdV by Hyatt, opens in a new tab"
